Country_Name,Year,Population,Deaths_All_Types,Deaths_Suicides,HExp_Pctage_Y,MHExp_Pctage_2011,Dep_Num_2015,Suicide_p100
Slovenia,2009,2042335,37500,447,8.54,8,5.09,16.78
Slovenia,2010,2049261,37218,414,8.57,8,5.09,15.56
Slovenia,2011,2052496,37398,435,8.54,8,5.09,15.46
Slovenia,2012,2056262,38514,440,8.72,8,5.09,15.9
Slovenia,2013,2059114,38668,446,8.74,8,5.09,16.16
Slovenia,2014,2061623,37772,388,8.5,8,5.09,14.36
Slovenia,2015,2063077,39668,422,8.5,8,5.09,14.75
Slovenia,2016,2064241,39378,371,8.46,8,5.09,14.29
Slovenia,2017,2066161,41018,411,8.19,8,5.09,14.29
Slovenia,2018,2066392,40970,353,8.28,8,5.09,12.79
Slovenia,2019,2055166,41176,392,8.52,8,5.09,13.97
Solomon Islands,2017,652886,836,0,4.23,1.3,2.9,17.81
Solomon Islands,2018,666557,1120,0,4,1.3,2.9,17.74
Spain,2000,40173504,720782,1,6.8,5,5.21,6.56
Spain,2001,40614353,720262,0,6.77,5,5.21,6.09
Spain,2002,41314019,737236,1,6.8,5,5.21,6.31
Spain,2003,42004575,769656,0,7.56,5,5.21,6.42
Spain,2004,42691751,743868,1,7.66,5,5.21,6.42
Spain,2005,43398190,774710,0,7.73,5,5.21,5.97
Spain,2006,44068244,742956,1,7.83,5,5.21,5.57
Spain,2007,44873567,770722,1,7.92,5,5.21,5.4
Spain,2008,45593385,772648,0,8.38,5,5.21,5.78
Spain,2009,45929477,769866,0,9.11,5,5.21,5.62
Spain,2010,46072831,764094,0,9.12,5,5.21,5.05
Spain,2011,46125154,775822,0,9.17,5,5.21,5.1
Spain,2012,46766399,805900,0,9.16,5,5.21,5.63
Spain,2013,46593236,780838,3,9.07,5,5.21,6.16
Spain,2014,46455127,791660,1,9.09,5,5.21,6.21
Spain,2015,46410147,845136,2,9.13,5,5.21,5.64
Spain,2017,46532870,849046,1,8.96,5,5.21,5.77
Spain,2018,46728816,855442,2,8.99,5,5.21,5.38
Spain,2019,47105360,837406,2,9.13,5,5.21,5.28
Sweden,2000,8872294,187032,1,7.33,10,4.88,12.21
Sweden,2001,8896127,187616,1,7.9,10,4.88,12.76
Sweden,2002,8924958,190142,0,8.21,10,4.88,12.62
Sweden,2003,8958229,186006,4,8.32,10,4.88,11.68
Sweden,2004,8993531,182158,1,8.13,10,4.88,11.94
Sweden,2005,9029572,183550,0,8.15,10,4.88,12.69
Sweden,2006,9080504.5,182542,1,8.05,10,4.88,12.08
Sweden,2007,9148092,183640,0,8,10,4.88,11.9
Sweden,2008,9219638,183084,0,8.21,10,4.88,12.36
Sweden,2009,9298515,180354,2,8.77,10,4.88,13.09
Sweden,2010,9378126,181038,3,8.32,10,4.88,12.01
Sweden,2011,9449213,179882,2,10.42,10,4.88,12
Sweden,2012,9519375,183980,3,10.74,10,4.88,12.25
Sweden,2013,9600378.5,181010,3,10.9,10,4.88,13.04
Sweden,2014,9696109.5,178124,0,10.95,10,4.88,12.28
Sweden,2015,9696109.5,182004,3,10.8,10,4.88,13.02
Sweden,2016,9923085,182142,1,10.85,10,4.88,12.15
Sweden,2017,10057697.5,184150,1,10.79,10,4.88,12.5
Sweden,2018,10175213.5,184500,4,10.94,10,4.88,12.69
Syrian Arab Republic,2000,16320000,164016,23,4.35,2,3.95,2.01
Syrian Arab Republic,2001,16720000,140564,11,4.49,2,3.95,1.91
Syrian Arab Republic,2002,17130000,154569,30,4.52,2,3.95,1.9
Syrian Arab Republic,2003,17550000,135817,26,5.12,2,3.95,1.8
Syrian Arab Republic,2004,17980000,147138,29,4.48,2,3.95,1.8
Syrian Arab Republic,2005,18138000,159310,23,4.11,2,3.95,1.78
Syrian Arab Republic,2006,18717000,158865,27,3.78,2,3.95,1.75
Syrian Arab Republic,2007,19172000,163145,29,3.72,2,3.95,1.77
Syrian Arab Republic,2008,19644000,188425,34,3.4,2,3.95,1.81
Syrian Arab Republic,2009,20125000,178211,21,3.55,2,3.95,1.79
Syrian Arab Republic,2010,20619000,134048,32,3.28,2,3.95,1.81
Tajikistan,2017,8646977,64048,177,7.23,1.22,3.81,5.29
Thailand,2002,62554375,760728,0,3.33,4,4.39,10.45
Thailand,2007,62933515,786508,3756,3.19,4,4.39,7.74
Thailand,2008,63214022,794654,3778,3.46,4,4.39,7.42
Thailand,2009,63457439,787494,3787,3.62,4,4.39,7.27
Thailand,2010,63701703,822662,3761,3.39,4,4.39,7.29
Thailand,2011,64181001,829340,3873,3.57,4,4.39,7.17
Thailand,2012,64266365,830282,3985,3.52,4,4.39,7.03
Thailand,2013,64621302,852130,3961,3.45,4,4.39,6.59
Thailand,2014,64955313,871248,3952,3.68,4,4.39,6.87
Thailand,2015,65027401,891928,4205,3.67,4,4.39,7.15
Thailand,2016,65013495,938170,4131,3.75,4,4.39,7.59
Thailand,2017,65204797,916020,0,3.84,4,4.39,7.49
Thailand,2018,65406320,923636,1,3.82,4,4.39,7.9
Thailand,2019,65557054,988678,0,3.79,4,4.39,7.95
Tunisia,2009,10871009,41778,0,5.67,4.95,4.85,3.43
Uzbekistan,2004,25864386,262574,1251,5.13,2.32,4.23,9.81
Uzbekistan,2005,26167020,281170,1221,5.07,2.32,4.23,10.22
Uzbekistan,2009,27767408,267220,1400,5.08,2.32,4.23,8.22
Uzbekistan,2010,28562405,276816,1464,5.22,2.32,4.23,8.3
Uzbekistan,2011,29339367,286506,1640,5.14,2.32,4.23,8.57
Uzbekistan,2012,29774448,291976,1835,5.46,2.32,4.23,8.98
Uzbekistan,2013,30243172,291344,1950,5.66,2.32,4.23,8.92
Uzbekistan,2014,30757669,299522,2098,4.67,2.32,4.23,9.03
Uzbekistan,2015,31298929,304070,2392,4.99,2.32,4.23,9.2
Uzbekistan,2016,31847898,309582,2467,4.97,2.32,4.23,9.21
Uzbekistan,2017,32388561,321446,2417,5.08,2.32,4.23,8.92
Uzbekistan,2018,32956099,309826,2278,5.3,2.32,4.23,8.73
Uzbekistan,2019,33580390,309138,2318,5.62,2.32,4.23,8.28
